user,lat_min,lat_max,lng_min,lng_max,arr_t,lea_t,lat,lng,radius,category1,category2,week,weekday,day,cluster_id
0,40.006449,40.008544,116.317823,116.319851,2009-04-02 03:52:55,2009-04-02 07:17:28,40.0074965,116.318837,145.0021024615589,"生活服务,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,教育培训,公司企业,,文化传媒,出入口,出入口,出入口,出入口","公共厕所,风景区,景点,景点,景点,景点,景点,博物馆,,农林园艺,,新闻出版,其他,,门,门",103,3,2,4
0,40.007874,40.010313,116.319783,116.323065,2008-11-12 01:14:05,2008-11-12 22:50:36,40.0090935,116.321424,194.73541426402213,"美食,酒店,生活服务,生活服务,丽人,旅游景点,旅游景点,旅游景点,旅游景点,交通设施,交通设施,交通设施,交通设施,房地产,政府机构,政府机构,,出入口","蛋糕甜品店,公寓式酒店,公共厕所,公共厕所,美容,景点,景点,景点,景点,公交车站,公交车站,公交车站,公交车站,住宅区,行政单位,公检法机构,,门",83,2,12,4
0,39.999774,40.001446,116.326789,116.327481,2009-04-15 02:39:45,2009-04-15 16:27:20,40.00061,116.327135,97.51927956546125,"生活服务,交通设施,房地产,房地产,房地产,房地产,房地产","公用事业,停车场,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋",105,2,15,32
0,40.006587,40.007672,116.319286,116.321114,2008-11-13 06:11:11,2008-11-13 17:54:30,40.007129500000005,116.3202,98.4838364965852,"生活服务,旅游景点,旅游景点,旅游景点,交通设施,,文化传媒,出入口,出入口","其他,景点,风景区,博物馆,停车场,,新闻出版,门,门",83,3,13,4
0,39.998851,40.000206,116.324809,116.327939,2009-04-12 06:10:25,2009-04-12 09:16:39,39.9995285,116.326374,153.1227148474608,"美食,美食,美食,生活服务,运动健身,公司企业,教育培训,教育培训,教育培训,教育培训,医疗,交通设施,房地产,房地产,房地产,公司企业,公司企业,公司企业,公司企业,公司企业,,出入口,出入口,出入口,出入口,出入口","其他,咖啡厅,咖啡厅,物流公司,体育场馆,公司,科研机构,科研机构,培训机构,幼儿园,其他,停车场,内部楼栋,内部楼栋,内部楼栋,,公司,公司,公司,公司,,门,门,门,门,门",104,6,12,27
0,40.005977,40.009017,116.319599,116.321282,2008-12-03 07:53:10,2008-12-03 15:52:44,40.007497,116.3204405,183.5851045015164,"生活服务,生活服务,生活服务,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,教育培训,交通设施,政府机构,,文化传媒,出入口,出入口,出入口,旅游景点,出入口,出入口,出入口,出入口,出入口","公共厕所,公共厕所,其他,景点,景点,景点,景点,博物馆,景点,风景区,景点,博物馆,景点,博物馆,科研机构,停车场,社会团体,,新闻出版,其他,,,风景区,门,门,门,门,",86,2,3,4
0,39.999425,40.000379,116.325026,116.327624,2009-03-30 20:29:16,2009-03-31 00:56:55,39.999902000000006,116.326325,122.70548726296371,",出入口,出入口",",门,门",103,0,30,1
0,40.009139,40.011164,116.32174,116.323467,2009-04-13 06:53:28,2009-04-13 13:41:55,40.0101515,116.3226035,134.4765367135657,"生活服务,教育培训,教育培训,教育培训,交通设施,交通设施,交通设施,交通设施,交通设施,房地产,房地产,房地产,,出入口,出入口,出入口","公共厕所,其他,其他,科研机构,公交车站,公交车站,停车场,公交车站,公交车站,内部楼栋,内部楼栋,住宅区,,其他,门,门",105,0,13,14
0,39.907177,39.909623,116.404735,116.405796,2009-04-04 03:22:44,2009-04-04 04:03:24,39.9084,116.4052655,143.3220031114637,"美食,美食,美食,生活服务,旅游景点,交通设施,交通设施,交通设施,公司企业,,出入口,出入口,出入口,出入口,出入口,出入口","中餐厅,小吃快餐店,中餐厅,其他,文物古迹,其他,公交车站,其他,公司,,其他,其他,其他,其他,其他,门",103,5,4,31
0,40.007671,40.009414,116.320164,116.322438,2008-11-21 03:30:38,2008-11-21 17:31:39,40.0085425,116.321301,136.99848068519154,"美食,旅游景点,旅游景点,旅游景点,交通设施,房地产,政府机构,政府机构","蛋糕甜品店,景点,景点,景点,公交车站,住宅区,行政单位,公检法机构",84,4,21,4
0,39.991196,39.992944,116.325818,116.327225,2009-04-06 01:54:17,2009-04-06 02:39:52,39.99207,116.3265215,114.17810606240027,"购物,生活服务,交通设施,房地产,房地产,房地产,房地产,房地产,房地产,房地产,,出入口,出入口,出入口,出入口","商铺,其他,桥,内部楼栋,住宅区,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,,其他,其他,门,门",104,0,6,32
0,40.008548,40.010145,116.314512,116.317674,2009-04-18 09:33:38,2009-04-18 16:54:46,40.0093465,116.316093,161.29115448954167,"生活服务,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,政府机构","售票处,景点,景点,风景区,景点,景点,文物古迹,公园,文物古迹,行政单位",105,5,18,4
0,40.00563,40.006903,116.323193,116.326262,2009-04-02 20:09:51,2009-04-02 21:16:15,40.0062665,116.3247275,148.63086897590156,"生活服务,生活服务,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,运动健身,运动健身,交通设施,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,政府机构,,出入口,出入口,出入口,出入口","售票处,公共厕所,风景区,其他,其他,其他,景点,体育场馆,体育场馆,其他,宿舍,宿舍,宿舍,内部楼栋,宿舍,宿舍,宿舍,宿舍,宿舍,宿舍,宿舍,宿舍,公检法机构,,,其他,门,门",103,3,2,32
0,39.99876,40.000326,116.325674,116.327383,2009-04-13 22:05:40,2009-04-14 01:54:56,39.999543,116.3265285,113.48334446396534,",出入口,出入口,出入口",",门,门,门",105,0,13,1
0,39.99968,40.000275,116.32392,116.327382,2009-04-10 22:24:48,2009-04-10 23:21:27,39.9999775,116.325651,151.11292284874324,"美食,美食,运动健身,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,房地产,房地产,公司企业,公司企业,,出入口,出入口,出入口,出入口,出入口,出入口","其他,咖啡厅,体育场馆,科研机构,其他,科研机构,科研机构,科研机构,其他,其他,写字楼,写字楼,公司,,,门,门,门,门,门,门",104,4,10,25
0,39.998616,40.00055,116.323777,116.324659,2008-11-16 21:17:53,2008-11-17 07:54:23,39.999583,116.324218,113.89862178906708,"美食,运动健身,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,房地产,房地产,教育培训,房地产,房地产,房地产,房地产,房地产,公司企业,公司企业,,出入口,出入口,出入口,出入口,出入口,出入口,出入口","咖啡厅,体育场馆,其他,其他,科研机构,科研机构,科研机构,其他,其他,幼儿园,科研机构,写字楼,内部楼栋,其他,内部楼栋,写字楼,内部楼栋,内部楼栋,内部楼栋,公司,公司,,门,门,门,门,门,门,门",83,6,16,25
0,39.94332,39.944823,116.375059,116.376937,2009-04-05 02:05:33,2009-04-05 03:26:18,39.9440715,116.375998,115.71879850508924,"美食,美食,购物,生活服务,丽人,旅游景点,休闲娱乐,休闲娱乐,休闲娱乐,教育培训,教育培训,医疗,交通设施,交通设施,交通设施,交通设施,房地产,,出入口,出入口,出入口","小吃快餐店,小吃快餐店,商铺,公共厕所,美发,寺庙,洗浴按摩,洗浴按摩,剧院,培训机构,中学,医疗保健,其他,其他,其他,公交车站,住宅区,,门,门,门",103,6,5,28
0,40.005695,40.007744,116.319638,116.321253,2009-04-16 02:12:42,2009-04-16 03:37:11,40.0067195,116.3204455,133.07096697290157,"生活服务,生活服务,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,教育培训,交通设施,政府机构,政府机构,,文化传媒,旅游景点,出入口,出入口,出入口","公共厕所,其他,景点,博物馆,风景区,博物馆,博物馆,科研机构,停车场,社会团体,公检法机构,,新闻出版,风景区,门,门,门",105,3,16,4
0,39.99817,40.000259,116.326591,116.327537,2009-04-02 22:00:35,2009-04-02 23:46:45,39.9992145,116.327064,122.9334329435854,"生活服务,教育培训,医疗,交通设施,房地产,房地产,房地产,,出入口,出入口,出入口,出入口,出入口","物流公司,科研机构,其他,停车场,内部楼栋,内部楼栋,内部楼栋,,门,门,门,门,门",103,3,2,31
0,39.996387,39.999484,116.321841,116.322396,2009-03-30 17:13:04,2009-03-30 17:45:08,39.9979355,116.3221185,173.80061839992757,"美食,生活服务,生活服务,旅游景点,旅游景点,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,出入口,教育培训,教育培训,交通设施,交通设施,交通设施,交通设施,交通设施,道路,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,金融,金融,房地产,公司企业,公司企业,公司企业,公司企业,公司企业,政府机构,政府机构,政府机构,政府机构,,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,公司企业","咖啡厅,其他,公用事业,博物馆,博物馆,,其他,其他,其他,培训机构,其他,其他,其他,高等院校,,科研机构,图书馆,地铁站,其他,其他,其他,其他,路口,其他,路侧停车位,停车场,停车场,停车场,停车场,停车场,atm,银行,写字楼,公司,公司,公司,公司,,行政单位,党派团体,公检法机构,社会团体,,其他,其他,其他,其他,其他,停车场出入口,停车场出入口,停车场出入口,门,停车场出入口,停车场出入口,停车场出入口,门,门,门,门,门,门,门,门,公司",103,0,30,31
0,39.999709,40.000005,116.324882,116.327402,2009-04-13 06:08:28,2009-04-13 06:48:08,39.999857000000006,116.326142,108.58197278203954,",出入口,出入口",",门,门",105,0,13,1
0,40.007358,40.009559,116.31949,116.323234,2008-11-17 08:15:48,2008-11-18 01:52:15,40.0084585,116.321362,200.98586394352483,"美食,生活服务,生活服务,生活服务,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,教育培训,教育培训,交通设施,交通设施,交通设施,房地产,房地产,政府机构,政府机构,,文化传媒,出入口","蛋糕甜品店,公共厕所,其他,公共厕所,景点,景点,景点,景点,博物馆,其他,科研机构,公交车站,公交车站,停车场,住宅区,宿舍,行政单位,公检法机构,,新闻出版,门",84,0,17,4
1,40.013055,40.014155,116.305417,116.309333,2008-11-02 05:07:19,2008-11-02 16:28:19,40.013605,116.307375,177.6118792425044,"旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,旅游景点,房地产","风景区,景点,景点,风景区,景点,文物古迹,文物古迹,文物古迹,住宅区",81,6,2,4
1,39.977611,39.977886,116.32434,116.326393,2008-10-27 16:06:32,2008-10-28 02:28:05,39.9777485,116.3253665,88.79248001175637,"美食,购物,购物,购物,购物,购物,生活服务,生活服务,丽人,丽人,休闲娱乐,教育培训,教育培训,教育培训,教育培训,教育培训,医疗,医疗,医疗,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,房地产,房地产,房地产,房地产,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,休闲娱乐,购物,,出入口,出入口,出入口,出入口,出入口,出入口","蛋糕甜品店,商铺,商铺,商铺,商铺,家电数码,通讯营业厅,图文快印店,美甲,美发,网吧,中学,培训机构,培训机构,其他,科研机构,药店,药店,药店,路侧停车位,路侧停车位,路侧停车位,路侧停车位,停车场,停车场,其他,写字楼,写字楼,写字楼,写字楼,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,,农林园艺,公司,公司,公司,公司,厂矿,网吧,商铺,,,其他,停车场出入口,停车场出入口,门,门",81,0,27,17
1,39.977836,39.979434,116.325082,116.327128,2008-10-29 16:15:29,2008-10-29 21:20:09,39.978635,116.326105,124.46504459741617,"购物,购物,购物,购物,生活服务,丽人,休闲娱乐,教育培训,教育培训,教育培训,医疗,医疗,医疗,汽车服务,交通设施,道路,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,休闲娱乐,汽车服务,出入口,,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,门址","便利店,商铺,商铺,家电数码,通讯营业厅,美发,网吧,其他,培训机构,科研机构,药店,药店,药店,汽车租赁,路侧停车位,路口,其他,路侧停车位,路侧停车位,路侧停车位,路侧停车位,停车场,路侧停车位,公交车站,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,写字楼,写字楼,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,,公司,公司,公司,公司,厂矿,网吧,汽车租赁,门,,广播电视,文化宫,其他,停车场出入口,其他,,,门址点",81,2,29,17
1,39.974603,39.976237,116.311981,116.314439,2008-11-03 21:56:34,2008-11-03 22:34:44,39.97542,116.31321,138.63760761125425,"美食,美食,美食,美食,美食,行政地标,购物,生活服务,生活服务,丽人,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,教育培训,房地产,房地产,房地产,政府机构,政府机构,行政地标,,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口","中餐厅,其他,蛋糕甜品店,小吃快餐店,中餐厅,村庄,便利店,图文快印店,其他,美发,其他,其他,科研机构,其他,其他,科研机构,其他,停车场,其他,其他,路侧停车位,停车场,路侧停车位,停车场,科研机构,写字楼,写字楼,宿舍,社会团体,行政单位,村庄,,停车场出入口,停车场出入口,其他,门,门,门,门,门,门,门,门,门,门",82,0,3,31
1,39.976986,39.979435,116.326866,116.327561,2008-11-05 21:34:37,2008-11-06 05:37:29,39.9782105,116.3272135,139.3407649796383,"美食,美食,美食,美食,美食,美食,美食,购物,购物,生活服务,生活服务,生活服务,教育培训,教育培训,教育培训,汽车服务,交通设施,交通设施,交通设施,交通设施,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,公司企业,美食,出入口,政府机构,,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址","中餐厅,中餐厅,中餐厅,中餐厅,中餐厅,中餐厅,小吃快餐店,商铺,商铺,,其他,其他,培训机构,培训机构,培训机构,汽车租赁,停车场,路侧停车位,路侧停车位,路侧停车位,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,住宅区,公司,中餐厅,门,公检法机构,,文化宫,广播电视,其他,其他,其他,停车场出入口,门,门,门,门,,门,门,门址点,门址点",82,2,5,31
1,39.97799,39.979809,116.323555,116.327157,2008-10-23 16:12:30,2008-10-23 17:48:54,39.9788995,116.325356,183.78549138426328,"美食,美食,美食,美食,美食,购物,购物,购物,购物,购物,购物,购物,购物,购物,生活服务,生活服务,生活服务,生活服务,医疗,丽人,丽人,公司企业,休闲娱乐,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,医疗,医疗,医疗,医疗,医疗,汽车服务,交通设施,交通设施,交通设施,交通设施,道路,交通设施,交通设施,交通设施,交通设施,交通设施,道路,交通设施,交通设施,交通设施,金融,金融,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,政府机构,房地产,房地产,房地产,房地产,房地产,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,购物,休闲娱乐,汽车服务,出入口,政府机构,政府机构,政府机构,政府机构,政府机构,政府机构,,文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址","中餐厅,小吃快餐店,蛋糕甜品店,小吃快餐店,中餐厅,商铺,商铺,便利店,便利店,商铺,商铺,便利店,商铺,家电数码,邮局,图文快印店,其他,通讯营业厅,,美发,美发,公司,网吧,培训机构,培训机构,培训机构,其他,其他,幼儿园,科研机构,中学,药店,,药店,药店,药店,汽车租赁,路侧停车位,路侧停车位,路侧停车位,公交车站,路口,其他,路侧停车位,路侧停车位,路侧停车位,停车场,路口,路侧停车位,路侧停车位,路侧停车位,atm,银行,写字楼,写字楼,内部楼栋,内部楼栋,住宅区,内部楼栋,内部楼栋,内部楼栋,写字楼,内部楼栋,内部楼栋,住宅区,内部楼栋,内部楼栋,内部楼栋,写字楼,写字楼,内部楼栋,写字楼,,宿舍,写字楼,写字楼,住宅区,宿舍,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,,,农林园艺,公司,公司,公司,公司,公司,厂矿,商铺,网吧,汽车租赁,门,公检法机构,行政单位,行政单位,行政单位,居民委员会,,,广播电视,,新闻出版,停车场出入口,,其他,,停车场出入口,其他,门,,门,门,,门,门址点",80,3,23,17
1,40.073811,40.076107,116.33854,116.342606,2008-11-14 21:33:01,2008-11-15 01:02:32,40.074959,116.340573,214.9839672403208,"美食,美食,购物,购物,购物,购物,生活服务,生活服务,生活服务,生活服务,生活服务,丽人,丽人,丽人,休闲娱乐,休闲娱乐,教育培训,医疗,医疗,医疗,医疗,医疗,医疗,生活服务,交通设施,交通设施,交通设施,交通设施,道路,交通设施,金融,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,生活服务,生活服务,公司企业,公司企业,政府机构,政府机构,,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口","中餐厅,,超市,超市,便利店,其他,宠物服务,房产中介机构,宠物服务,其他,房产中介机构,美发,美发,美发,洗浴按摩,洗浴按摩,培训机构,其他,诊所,诊所,医疗器械,诊所,诊所,宠物服务,公交车站,其他,其他,停车场,路口,充电站,atm,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,房产中介机构,房产中介机构,公司,公司,行政单位,行政单位,,其他,其他,其他,停车场出入口,其他,门,门,门,门,门",83,4,14,31
1,39.979151,39.980931,116.326062,116.327443,2008-11-04 04:41:49,2008-11-04 05:49:50,39.980041,116.3267525,115.13171078104276,"生活服务,教育培训,教育培训,教育培训,教育培训,教育培训,交通设施,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,生活服务,公司企业,政府机构,政府机构,政府机构,政府机构,政府机构,,文化传媒,出入口,出入口,出入口,出入口,出入口,门址","通讯营业厅,幼儿园,幼儿园,其他,小学,中学,停车场,内部楼栋,写字楼,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,住宅区,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,通讯营业厅,公司,行政单位,各级政府,行政单位,其他,党派团体,,文化宫,,其他,门,,门,",82,1,4,17
1,39.981579,39.984714,116.327401,116.329248,2008-11-14 19:57:12,2008-11-14 20:33:12,39.9831465,116.3283245,191.23578769404944,"购物,购物,购物,购物,购物,购物,生活服务,生活服务,生活服务,生活服务,生活服务,生活服务,运动健身,教育培训,教育培训,教育培训,教育培训,教育培训,教育培训,汽车服务,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,金融,金融,金融,金融,金融,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,政府机构,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,公司企业,生活服务,公司企业,公司企业,交通设施,政府机构,行政地标,,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址","便利店,商铺,商铺,便利店,商铺,家电数码,公共厕所,公共厕所,图文快印店,图文快印店,通讯营业厅,公用事业,体育场馆,培训机构,培训机构,图书馆,培训机构,培训机构,培训机构,汽车销售,停车场,停车场,充电站,停车场,路侧停车位,其他,路侧停车位,银行,银行,银行,atm,atm,写字楼,写字楼,写字楼,写字楼,内部楼栋,,写字楼,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,写字楼,写字楼,住宅区,住宅区,公检法机构,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,公司,,,,,公司,公司,通讯营业厅,公司,公司,接送点,公检法机构,村庄,,停车场出入口,,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,其他,停车场出入口,停车场出入口,停车场出入口,其他,,门,门,门,门,门,门,门,门,门,门,门,门,门,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",83,4,14,15
1,39.977138,39.978198,116.326236,116.329193,2008-11-12 16:32:27,2008-11-12 17:06:30,39.977668,116.3277145,139.08385691427318,"生活服务,教育培训,教育培训,交通设施,交通设施,交通设施,交通设施,交通设施,交通设施,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,房地产,出入口,公司企业,政府机构,政府机构,,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址",",中学,培训机构,路侧停车位,路侧停车位,路侧停车位,路侧停车位,停车场,路侧停车位,住宅区,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,内部楼栋,,公司,公检法机构,行政单位,,文化宫,停车场出入口,停车场出入口,其他,门,门,门,门,门,门,门,门,门,门,门,门址点",83,2,12,31
1,39.977084,39.978752,116.327177,116.327352,2008-11-11 23:27:35,2008-11-12 04:43:50,39.977918,116.3272645,93.0359230785081,"生活服务,教育培训,教育培训,交通设施,交通设施,房地产,房地产,房地产,公司企业,政府机构,,文化传媒,出入口,出入口,门址",",中学,培训机构,停车场,路侧停车位,内部楼栋,内部楼栋,内部楼栋,公司,公检法机构,,文化宫,门,门,门址点",83,1,11,15
