user,lat_min,lat_max,lng_min,lng_max,arr_t,lea_t,lat,lng,radius,category1,category2
0,39.996979,40.00007,116.326473,116.327661,2009-04-15 23:49:13,2009-04-16 00:40:02,39.9985245,116.327067,179.14616389221243,",出入口,出入口,出入口,出入口,出入口,交通设施,出入口,出入口,出入口,出入口",",停车场出入口,门,门,门,门,停车场,门,门,门,门"
0,40.005327,40.006677,116.323397,116.326159,2009-04-16 00:50:57,2009-04-16 02:11:17,40.006002,116.324778,139.531321222594,",出入口,出入口,出入口",",,其他,门"
0,40.005695,40.007744,116.319638,116.321253,2009-04-16 02:12:42,2009-04-16 03:37:11,40.0067195,116.3204455,133.07096697290157,",文化传媒,旅游景点,出入口,出入口,出入口",",新闻出版,风景区,门,门,门"
0,39.999781,40.000298,116.324655,116.327473,2009-04-16 03:42:11,2009-04-16 07:31:50,40.0000395,116.326064,123.4133164764106,",出入口,出入口",",门,门"
0,40.007088,40.008194,116.31931,116.321162,2009-04-16 07:42:15,2009-04-16 16:31:35,40.00764100000001,116.320236,100.00685655215362,",文化传媒,出入口",",新闻出版,门"
0,39.995383,39.998272,116.324781,116.326299,2009-04-16 16:37:20,2009-04-16 20:24:06,39.9968275,116.32554,173.14602311967852,",文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",文化宫,门,门,门,门,门,门,门"
0,39.999846,40.002403,116.326158,116.32739,2009-04-16 21:13:17,2009-04-17 01:26:27,40.0011245,116.326774,151.537029305628,",出入口,出入口",",门,门"
0,39.999769,40.00034,116.324095,116.32756,2009-04-17 02:02:57,2009-04-18 09:24:23,40.000054500000005,116.3258275,150.95117385055792,",出入口,出入口,出入口,出入口,出入口,出入口",",门,门,门,门,门,门"
0,39.999315,40.000431,116.324795,116.329018,2009-04-19 04:10:27,2009-04-19 09:57:30,39.999873,116.3269065,190.2609416203437,",出入口,出入口,出入口,出入口,出入口,出入口",",门,门,门,门,门,门"
1,39.97799,39.979809,116.323555,116.327157,2008-10-23 16:12:30,2008-10-23 17:48:54,39.9788995,116.325356,183.78549138426328,",文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址",",广播电视,,新闻出版,停车场出入口,,其他,,停车场出入口,其他,门,,门,门,,门,门址点"
1,39.98079,39.982334,116.307789,116.310215,2008-10-23 18:28:19,2008-10-23 19:18:22,39.981562,116.309002,134.35268627880413,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",其他,其他,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,门,门,门,门,门,门"
1,39.977741,39.979845,116.325105,116.327191,2008-10-23 19:55:33,2008-10-23 21:30:37,39.978793,116.326148,146.90744288558025,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址",",广播电视,文化宫,其他,其他,停车场出入口,其他,停车场出入口,门,,,门址点"
1,39.980554,39.982753,116.309606,116.31203,2008-10-23 21:39:15,2008-10-23 22:23:03,39.9816535,116.310818,160.035529185216,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",其他,停车场出入口,停车场出入口,停车场出入口,停车场出入口,,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,门,门,门,门,门,门,门"
1,40.074074,40.07549,116.339924,116.342614,2008-10-25 16:20:33,2008-10-25 18:44:12,40.074782,116.341269,138.90614185412636,",出入口,出入口,出入口,出入口",",其他,其他,门,门"
1,39.975702,39.977788,116.383326,116.385135,2008-10-25 19:53:10,2008-10-25 22:33:57,39.976745,116.3842305,139.25051797817636,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",广播电视,展览馆,其他,停车场出入口,停车场出入口,停车场出入口,停车场出入口,门,门,门,门,门,门,门,门"
1,39.977446,39.9793,116.325507,116.327188,2008-10-26 20:50:00,2008-10-27 03:19:45,39.978373000000005,116.3263475,125.51522993717484,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址",",广播电视,文化宫,其他,停车场出入口,其他,停车场出入口,其他,停车场出入口,门,门,,门址点"
1,39.977611,39.977886,116.32434,116.326393,2008-10-27 16:06:32,2008-10-28 02:28:05,39.9777485,116.3253665,88.79248001175637,",出入口,出入口,出入口,出入口,出入口,出入口",",,其他,停车场出入口,停车场出入口,门,门"
1,39.976742,39.978968,116.325088,116.327204,2008-10-28 16:14:41,2008-10-29 03:06:36,39.977855000000005,116.326146,153.11346538522727,",文化传媒,文化传媒,文化传媒,文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址",",广播电视,新闻出版,新闻出版,新闻出版,文化宫,新闻出版,其他,停车场出入口,其他,其他,,停车场出入口,停车场出入口,门,门,门,,,门,门址点,门址点"
1,39.977836,39.979434,116.325082,116.327128,2008-10-29 16:15:29,2008-10-29 21:20:09,39.978635,116.326105,124.46504459741617,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,门址",",广播电视,文化宫,其他,停车场出入口,其他,,,门址点"
1,39.981204,39.982884,116.309848,116.311687,2008-10-29 21:31:56,2008-10-29 22:06:30,39.982044,116.3107675,121.91034308743974,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",其他,停车场出入口,停车场出入口,停车场出入口,停车场出入口,门,门,门"
1,39.974537,39.976037,116.312552,116.315286,2008-10-29 22:36:31,2008-10-30 00:09:18,39.975287,116.313919,143.26041454106954,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",停车场出入口,其他,停车场出入口,门,门,门,门,门,门,门,门"
1,39.977252,39.978975,116.326341,116.327597,2008-10-30 00:14:23,2008-10-30 05:15:47,39.9781135,116.326969,109.726928452676,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,门址,门址",",文化宫,广播电视,其他,其他,停车场出入口,门,,门址点,门址点"
1,40.07427,40.075186,116.340336,116.342667,2008-10-31 17:47:03,2008-10-31 20:02:53,40.074728,116.3415015,111.48161140605238,",出入口,出入口",",其他,门"
1,40.002,40.004275,116.312508,116.314108,2008-11-02 02:17:58,2008-11-02 03:13:05,40.0031375,116.313308,143.67184988316538,",出入口,出入口,出入口,出入口",",门,门,门,门"
1,39.999483,40.001939,116.317874,116.318752,2008-11-02 03:19:58,2008-11-02 04:11:26,40.000711,116.318313,141.57526886908693,",出入口,出入口",",门,门"
1,39.977957,39.979965,116.327086,116.327233,2008-11-02 16:53:30,2008-11-03 05:32:38,39.978961,116.3271595,111.8153847977425,",文化传媒,文化传媒,出入口,出入口,出入口",",文化宫,文化宫,其他,其他,停车场出入口"
1,39.974603,39.976237,116.311981,116.314439,2008-11-03 21:56:34,2008-11-03 22:34:44,39.97542,116.31321,138.63760761125425,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",停车场出入口,停车场出入口,其他,门,门,门,门,门,门,门,门,门,门"
1,39.979151,39.980931,116.326062,116.327443,2008-11-04 04:41:49,2008-11-04 05:49:50,39.980041,116.3267525,115.13171078104276,",文化传媒,出入口,出入口,出入口,出入口,出入口,门址",",文化宫,,其他,门,,门,"
1,39.973716,39.974705,116.33157,116.333382,2008-11-05 03:13:29,2008-11-05 03:45:55,39.9742105,116.332476,94.78256516996308,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",停车场出入口,停车场出入口,停车场出入口,门,门,门,门,门,门,门"
1,39.976986,39.979435,116.326866,116.327561,2008-11-05 21:34:37,2008-11-06 05:37:29,39.9782105,116.3272135,139.3407649796383,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址",",文化宫,广播电视,其他,其他,其他,停车场出入口,门,门,门,门,,门,门,门址点,门址点"
1,39.97699,39.97901,116.326685,116.327815,2008-11-06 20:33:25,2008-11-07 02:34:41,39.978,116.32725,122.19081572231688,",文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址",",文化宫,其他,门,门,门,门,门,门,门址点,门址点"
1,39.950005,39.951391,116.329961,116.332552,2008-11-07 02:55:20,2008-11-07 05:47:07,39.950698,116.3312565,134.6590212772102,",文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,房地产",",其他,停车场出入口,停车场出入口,,门,门,门,门,门,门,门,门,门,门,"
1,39.977093,39.978861,116.32723,116.32771,2008-11-07 06:06:18,2008-11-07 08:16:40,39.977977,116.32747,100.4011719687422,",文化传媒,出入口,出入口,出入口,出入口,门址",",文化宫,门,门,门,门,门址点"
1,39.958527,39.959633,116.35693,116.359173,2008-11-07 23:41:23,2008-11-08 01:36:23,39.95908,116.3580515,113.6577282138135,",文化传媒,门址,门址",",新闻出版,,"
1,39.935678,39.936973,116.3318,116.333745,2008-11-08 21:05:53,2008-11-09 00:32:13,39.9363255,116.3327725,109.81261186563492,",出入口,出入口,出入口,出入口,出入口,出入口",",门,门,门,门,门,门"
1,39.977303,39.980232,116.326243,116.328067,2008-11-10 16:16:18,2008-11-11 03:47:50,39.9787675,116.327155,180.4364747595849,",文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址",",文化宫,广播电视,文化宫,其他,停车场出入口,其他,其他,停车场出入口,其他,其他,停车场出入口,门,门,门,门,门,,门,门,门,门,门址点"
1,39.978054,39.979011,116.325056,116.327373,2008-11-11 16:30:49,2008-11-11 22:03:11,39.9785325,116.3262145,112.13915660738832,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,门址",",广播电视,文化宫,其他,停车场出入口,其他,,门址点"
1,39.975021,39.97632,116.311842,116.313865,2008-11-11 22:45:12,2008-11-11 23:15:13,39.9756705,116.3128535,112.44909641729504,",出入口,出入口,出入口,出入口,出入口,出入口,出入口",",停车场出入口,停车场出入口,门,门,门,门,门"
1,39.977084,39.978752,116.327177,116.327352,2008-11-11 23:27:35,2008-11-12 04:43:50,39.977918,116.3272645,93.0359230785081,",文化传媒,出入口,出入口,门址",",文化宫,门,门,门址点"
1,39.977138,39.978198,116.326236,116.329193,2008-11-12 16:32:27,2008-11-12 17:06:30,39.977668,116.3277145,139.08385691427318,",文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址",",文化宫,停车场出入口,停车场出入口,其他,门,门,门,门,门,门,门,门,门,门,门,门址点"
1,39.981197,39.982916,116.326994,116.328133,2008-11-14 05:12:07,2008-11-14 06:05:13,39.9820565,116.3275635,107.18464437600464,",公司企业,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址",",公司,,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,,门,门,门,门,门,门,门,门,门,门,门,门,门,门址点"
1,39.981681,39.983677,116.32853,116.329509,2008-11-14 17:23:08,2008-11-14 19:39:40,39.982679000000005,116.3290195,118.55118917203755,",出入口,出入口,出入口,出入口,出入口,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址",",其他,,门,门,门,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1,39.981579,39.984714,116.327401,116.329248,2008-11-14 19:57:12,2008-11-14 20:33:12,39.9831465,116.3283245,191.23578769404944,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址,门址",",停车场出入口,,停车场出入口,停车场出入口,停车场出入口,停车场出入口,停车场出入口,其他,停车场出入口,停车场出入口,停车场出入口,其他,,门,门,门,门,门,门,门,门,门,门,门,门,门,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1,40.073811,40.076107,116.33854,116.342606,2008-11-14 21:33:01,2008-11-15 01:02:32,40.074959,116.340573,214.9839672403208,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",其他,其他,其他,停车场出入口,其他,门,门,门,门,门"
1,39.985909,39.987575,116.346935,116.348641,2008-11-15 20:48:27,2008-11-15 21:26:00,39.986742,116.347788,117.73235629501744,",出入口",",门"
2,39.900167,39.901145,116.386228,116.387535,2008-10-23 16:51:29,2008-10-23 17:29:57,39.900656,116.3868815,77.87325857449768,",出入口",",门"
2,39.900603,39.901288,116.385414,116.387213,2008-10-23 20:23:48,2008-10-23 21:30:15,39.9009455,116.3863135,85.66246040088524,",文化传媒,出入口,出入口",",文化宫,,门"
2,39.926,39.926975,116.333479,116.337908,2008-10-24 20:25:24,2008-10-25 00:04:46,39.9264875,116.3356935,196.46201387158555,",出入口,出入口",",门,门"
2,39.97704,39.978625,116.308708,116.310616,2008-10-25 03:43:55,2008-10-25 04:33:30,39.977832500000005,116.309662,119.88908894740376,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址,门址,门址,门址,门址,门址,门址",",其他,其他,其他,其他,其他,其他,其他,门,门,门,门,门,门,,,,,,,,"
2,39.899265,39.901514,116.385222,116.387679,2008-10-26 16:52:32,2008-10-27 02:40:01,39.9003895,116.3864505,163.1478561034019,",文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",,文化宫,文化宫,门,门,,门,门,门,门,门,门,门,门"
2,39.898929,39.90055,116.384487,116.386475,2008-10-28 20:22:39,2008-10-29 01:51:51,39.8997395,116.385481,123.74281933111897,",文化传媒,出入口,出入口,出入口",",,门,门,门"
2,39.899012,39.900652,116.384599,116.38666,2008-10-29 16:48:40,2008-10-29 19:36:30,39.899832,116.3856295,126.6551252340045,",文化传媒,出入口,出入口,出入口",",,门,门,门"
2,39.899429,39.900802,116.385235,116.386584,2008-10-29 20:10:06,2008-10-30 02:23:42,39.9001155,116.3859095,95.59165793348396,",文化传媒,出入口,出入口",",,门,门"
2,39.899189,39.900761,116.38513,116.387747,2008-10-30 20:26:33,2008-10-31 02:37:23,39.899975,116.3864385,141.76802386533436,",文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",,门,门,门,门,,门,门,门,门"
2,39.895654,39.89735,116.264931,116.266976,2008-10-31 17:17:48,2008-10-31 18:07:08,39.896502,116.2659535,128.45314005354444,",出入口,出入口",",门,门"
2,39.899349,39.900585,116.244754,116.245778,2008-10-31 19:18:05,2008-10-31 19:59:36,39.899967,116.245266,81.42398912404349,",出入口",",门"
2,39.93897,39.940523,116.361564,116.364,2008-11-01 23:48:07,2008-11-02 00:58:32,39.9397465,116.362782,135.048971769161,",出入口,出入口,出入口,房地产,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",其他,停车场出入口,,内部楼栋,,门,门,门,门,门,,门"
2,39.938764,39.939499,116.359191,116.362639,2008-11-02 00:58:37,2008-11-02 01:38:44,39.9391315,116.360915,152.55701850785667,",出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,门址,门址,门址",",其他,其他,,停车场出入口,停车场出入口,停车场出入口,停车场出入口,门,门,门,,门,门,门,门,门,门,门,门,门,门,,,"
2,39.899873,39.900864,116.383132,116.386789,2008-11-02 16:54:16,2008-11-02 19:36:01,39.9003685,116.3849605,165.42498794807832,",文化传媒,文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",文化宫,,文化宫,文化宫,门,门,,门,门,门,门"
2,39.899158,39.900554,116.384386,116.386624,2008-11-03 16:46:18,2008-11-03 19:36:00,39.899856,116.385505,123.02841998002091,",文化传媒,出入口,出入口,出入口",",,门,门,门"
2,39.899988,39.901168,116.385365,116.387303,2008-11-03 20:15:40,2008-11-04 03:19:10,39.900578,116.386334,105.5307374864364,",文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口",",文化宫,文化宫,门,,门,门,门"
2,39.899057,39.900567,116.383259,116.386781,2008-11-06 16:47:32,2008-11-06 19:36:03,39.899812,116.38502,172.09019313726932,",文化传媒,出入口,出入口,出入口,出入口,出入口",",,门,门,门,门,"
2,39.898371,39.900964,116.384823,116.386775,2008-11-06 20:05:03,2008-11-07 04:31:16,39.8996675,116.385799,166.4794840381849,",文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",,门,门,门,门,门,门,门,门"
2,39.909738,39.911558,116.323896,116.324477,2008-11-07 22:13:05,2008-11-07 22:55:35,39.910648,116.3241865,104.17694092023216,",出入口,出入口,出入口,出入口,出入口,出入口",",停车场出入口,门,门,门,门,门"
2,39.909863,39.911733,116.324143,116.324792,2008-11-07 22:55:40,2008-11-07 23:39:50,39.910798,116.3244675,107.58834961745166,",出入口,出入口,出入口",",门,门,门"
2,40.002208,40.004515,116.369496,116.370828,2008-11-08 20:33:58,2008-11-08 21:13:58,40.0033615,116.370162,140.24826860283025,",出入口,出入口,出入口",",其他,其他,门"
2,39.898816,39.901489,116.385382,116.387605,2008-11-09 16:14:08,2008-11-09 19:41:35,39.9001525,116.3864935,176.28356923144426,",文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",,文化宫,文化宫,门,门,门,门,,门,门,门,门,门,门,门"
2,39.898865,39.900525,116.38351,116.387987,2008-11-09 20:07:05,2008-11-10 02:07:19,39.899695,116.3857485,212.09068987917453,",文化传媒,文化传媒,文化传媒,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口,出入口",",,文化宫,文化宫,其他,门,门,门,门,门,,门,门,门,门,门,门"
