29,37,"[(3, [11]), (3, [17]), (2, [6]), (2, [7]), (2, [23]), (2, [29]), (2, [30, 2])]",237,"[(2, [4]), (2, [6, 6, 6, 17]), (2, [14]), (2, [30, 2]), (2, [30, 11])]",0.666666667,[1],0.4,0.533333333
0,0,"[(2, [2, 17, 4]), (2, [2, 17, 10]), (2, [4, 33]), (2, [10, 4])]",200,"[(2, [0, 4, 17]), (2, [4, 2]), (2, [4, 17, 33]), (2, [9, 17, 4]), (2, [28, 4, 4, 17]), (2, [33, 2])]",0.6,[2],0.470588235,0.535294118
27,35,"[(2, [7, 24, 33]), (2, [10, 2, 12]), (2, [10, 2, 25, 7]), (2, [10, 28, 2, 7, 32]), (2, [10, 28, 33, 2]), (2, [10, 28, 33, 32]), (2, [14, 17, 24, 2, 7]), (2, [14, 32, 2, 7]), (2, [24, 2, 12]), (2, [25, 7, 32]), (2, [25, 33, 32, 2]), (2, [28, 2, 24, 32]), (2, [28, 14, 17, 24]), (2, [28, 24, 33]), (2, [32, 24, 7]), (2, [32, 24, 33]), (2, [32, 33, 7]), (2, [33, 2, 12]), (2, [33, 14, 10, 2, 7]), (2, [33, 17, 24])]",235,"[(2, [14, 7, 24, 7, 32]), (2, [14, 12]), (2, [32, 2, 24, 25, 7, 12]), (2, [32, 17, 2, 7, 24, 25]), (2, [33, 7, 12, 32, 24, 2]), (2, [33, 7, 12, 32, 24, 25])]",0.602739726,[1],0.483870968,0.543305347
2,2,"[(3, [2, 13]), (3, [13, 3]), (2, [10, 10, 13]), (2, [13, 13, 13, 13, 13, 13, 18]), (2, [13, 13, 13, 13, 13, 26]), (2, [17]), (2, [31])]",202,"[(7, [13]), (2, [3]), (2, [14]), (2, [18])]",0.25,[2],0.846153846,0.548076923
68,142,"[(5, [2]), (2, [9]), (2, [13]), (2, [28]), (2, [30]), (2, [33])]",342,"[(6, [9, 2]), (2, [30, 2]), (2, [30, 9])]",0.6,[3],0.5,0.55
4,4,"[(3, [10]), (3, [17, 2]), (2, [5, 2, 11, 0]), (2, [5, 2, 33]), (2, [5, 17]), (2, [14, 0]), (2, [17, 11, 0])]",204,"[(4, [11]), (2, [0, 33]), (2, [2, 0]), (2, [17, 0, 10]), (2, [17, 2]), (2, [17, 4]), (2, [17, 6]), (2, [28, 17]), (2, [31, 0, 5])]",0.513513514,[2],0.6,0.556756757
56,104,"[(2, [2, 2, 2, 19]), (2, [33])]",304,"[(4, [2, 19]), (2, [17]), (2, [30, 2])]",0.4,[3],0.714285714,0.557142857
19,20,"[(2, [30, 1, 17, 2]), (2, [30, 17, 17, 26])]",220,"[(3, [1])]",0.125,[4],1,0.5625
5,5,"[(2, [0, 0, 32, 11, 33, 17]), (2, [2, 0, 5]), (2, [2, 0, 11, 32, 17]), (2, [2, 0, 11, 33, 17]), (2, [2, 0, 32, 26, 17]), (2, [2, 0, 32, 33, 17]), (2, [2, 11, 28, 17]), (2, [2, 17, 5]), (2, [17, 5, 32, 11, 28]), (2, [17, 5, 32, 11, 33]), (2, [32, 0, 5]), (2, [32, 2, 5, 11])]",205,"[(3, [11])]",0.132075472,[17],1,0.566037736
30,38,"[(2, [6, 14, 30]), (2, [6, 17, 6, 6, 6, 30, 1]), (2, [6, 28, 2]), (2, [6, 28, 21]), (2, [21, 2]), (2, [21, 6, 1, 17]), (2, [21, 30, 6]), (2, [26, 21])]",238,"[(2, [2]), (2, [5]), (2, [6, 6, 6, 27]), (2, [6, 21]), (2, [14]), (2, [17])]",0.333333333,[3],0.8,0.566666667
22,24,"[(4, [2]), (3, [6]), (3, [17]), (3, [26]), (2, [8]), (2, [14])]",224,"[(3, [2, 17]), (2, [0, 14, 17]), (2, [6, 17]), (2, [8, 2, 0]), (2, [15]), (2, [17, 20]), (2, [32, 17, 24]), (2, [32, 20])]",0.823529412,[2],0.342105263,0.582817337
73,167,"[(3, [0, 5]), (3, [5, 28, 9]), (3, [31]), (2, [1, 28]), (2, [6]), (2, [28, 12, 9]), (2, [28, 17, 5]), (2, [28, 17, 9])]",367,"[(3, [1]), (3, [17, 28, 9]), (2, [0]), (2, [4, 9]), (2, [5, 23]), (2, [9, 12]), (2, [23, 9]), (2, [28, 4, 12]), (2, [28, 23]), (2, [28, 31])]",0.571428571,[3],0.613636364,0.592532468
77,179,"[(3, [2, 2, 2, 2, 28]), (2, [2, 2, 2, 4]), (2, [29])]",379,"[(3, [2])]",0.2,[7],1,0.6
6,7,"[(2, [5, 5, 28, 14]), (2, [23, 28, 14])]",207,"[(2, [28, 11, 14])]",0.571428571,[1],0.666666667,0.619047619
16,17,"[(3, [2, 2, 26]), (3, [28, 2]), (2, [1, 26]), (2, [2, 6, 1]), (2, [2, 7]), (2, [4, 2]), (2, [19, 1, 2]), (2, [20])]",217,"[(4, [1, 2]), (3, [2, 26, 17]), (2, [2, 0, 17]), (2, [2, 0, 26]), (2, [2, 2, 7]), (2, [6]), (2, [19])]",0.56097561,[1],0.717948718,0.639462164
12,13,"[(2, [1]), (2, [28, 4]), (2, [30, 4]), (2, [30, 13])]",213,"[(2, [4]), (2, [28])]",0.285714286,[3],1,0.642857143
44,71,"[(3, [14]), (2, [30])]",271,"[(4, [14]), (2, [1, 1, 30]), (2, [13]), (2, [17]), (2, [27, 1, 2]), (2, [27, 27, 27, 30]), (2, [30, 2])]",1,[1],0.3125,0.65625
53,92,"[(3, [6]), (2, [0, 27]), (2, [2]), (2, [21]), (2, [27, 28])]",292,"[(4, [27]), (3, [2]), (3, [21]), (2, [0]), (2, [11])]",0.533333333,[3],0.857142857,0.695238095
58,112,"[(2, [6]), (2, [9]), (2, [12, 3, 3, 3, 28]), (2, [26])]",312,"[(3, [3, 23, 28]), (3, [12, 3, 3, 3, 28]), (2, [3, 9]), (2, [23, 12, 3]), (2, [23, 30, 3]), (2, [28, 30, 3])]",0.75,[1],0.673913043,0.711956522
47,78,"[(2, [3, 3, 3, 28, 23]), (2, [9])]",278,"[(2, [3, 3, 28])]",0.5,[3],1,0.75
51,89,"[(2, [34, 30])]",289,"[(2, [30])]",0.5,[1],1,0.75
64,128,"[(22, [2]), (11, [8]), (6, [30]), (3, [9]), (2, [26, 7]), (2, [28])]",328,"[(5, [30]), (4, [9]), (3, [26, 8]), (3, [28, 2]), (2, [1]), (2, [26, 28])]",0.958333333,[1],0.62962963,0.793981481
43,68,"[(3, [14, 28, 17]), (3, [23, 17]), (2, [14, 6]), (2, [23, 6]), (2, [23, 14])]",268,"[(7, [14, 17]), (2, [14, 6]), (2, [28])]",0.62962963,[1],1,0.814814815
8,9,"[(3, [33, 17]), (2, [6, 17])]",209,"[(3, [6, 17])]",0.7,[2],1,0.85
11,12,"[(4, [14, 14, 18])]",212,"[(4, [14, 14, 18]), (2, [5])]",1,[1],0.857142857,0.928571429
,user,profile,ground truth,ground truth profile,similarity,rank,,
78,200,"[(2, [0, 4, 17]), (2, [4, 2]), (2, [4, 17, 33]), (2, [9, 17, 4]), (2, [28, 4, 4, 17]), (2, [33, 2])]",0,"[(2, [2, 17, 4]), (2, [2, 17, 10]), (2, [4, 33]), (2, [10, 4])]",0.470588235,[4],,
79,201,"[(4, [1]), (2, [7])]",1,"[(2, [4, 14, 10]), (2, [4, 14, 14, 16]), (2, [5, 7, 4]), (2, [5, 10, 4]), (2, [5, 14]), (2, [10, 7, 4]), (2, [10, 16, 4])]",0.333333333,[3],,
80,202,"[(7, [13]), (2, [3]), (2, [14]), (2, [18])]",2,"[(3, [2, 13]), (3, [13, 3]), (2, [10, 10, 13]), (2, [13, 13, 13, 13, 13, 13, 18]), (2, [13, 13, 13, 13, 13, 26]), (2, [17]), (2, [31])]",0.846153846,[1],,
81,203,"[(3, [17, 2]), (3, [28, 17, 4]), (2, [0, 4, 17]), (2, [4, 33]), (2, [6])]",3,"[(3, [10, 4]), (2, [2, 4]), (2, [2, 17]), (2, [5, 17]), (2, [16, 14, 17]), (2, [16, 17, 4]), (2, [17, 0]), (2, [17, 10]), (2, [31])]",0.481481481,[5],,
82,204,"[(4, [11]), (2, [0, 33]), (2, [2, 0]), (2, [17, 0, 10]), (2, [17, 2]), (2, [17, 4]), (2, [17, 6]), (2, [28, 17]), (2, [31, 0, 5])]",4,"[(3, [10]), (3, [17, 2]), (2, [5, 2, 11, 0]), (2, [5, 2, 33]), (2, [5, 17]), (2, [14, 0]), (2, [17, 11, 0])]",0.6,[2],,
83,205,"[(3, [11])]",5,"[(2, [0, 0, 32, 11, 33, 17]), (2, [2, 0, 5]), (2, [2, 0, 11, 32, 17]), (2, [2, 0, 11, 33, 17]), (2, [2, 0, 32, 26, 17]), (2, [2, 0, 32, 33, 17]), (2, [2, 11, 28, 17]), (2, [2, 17, 5]), (2, [17, 5, 32, 11, 28]), (2, [17, 5, 32, 11, 33]), (2, [32, 0, 5]), (2, [32, 2, 5, 11])]",1,[1],,
84,207,"[(2, [28, 11, 14])]",7,"[(2, [5, 5, 28, 14]), (2, [23, 28, 14])]",0.666666667,[1],,
85,208,"[(2, [17, 14])]",8,"[(2, [6]), (2, [14, 5])]",0.5,[2],,
86,209,"[(3, [6, 17])]",9,"[(3, [33, 17]), (2, [6, 17])]",1,[1],,
87,210,"[(3, [30]), (2, [11])]",10,"[(2, [28])]",0,[4],,
88,211,"[(2, [0, 0, 4]), (2, [4, 17]), (2, [17, 17, 22, 30, 0]), (2, [19, 22]), (2, [22, 4])]",11,"[(3, [0, 0, 0, 0, 0, 0, 2]), (3, [17])]",0.285714286,[3],,
89,212,"[(4, [14, 14, 18]), (2, [5])]",12,"[(4, [14, 14, 18])]",0.857142857,[1],,
90,213,"[(2, [4]), (2, [28])]",13,"[(2, [1]), (2, [28, 4]), (2, [30, 4]), (2, [30, 13])]",1,[1],,
91,214,"[(3, [7, 24]), (2, [2]), (2, [12, 14, 13]), (2, [12, 24, 13]), (2, [20, 21, 24]), (2, [24, 6]), (2, [32])]",14,"[(3, [24, 7]), (3, [24, 12]), (2, [3, 24]), (2, [9, 20, 24]), (2, [24, 17]), (2, [24, 24, 24, 24, 34])]",0.40625,[4],,
92,215,"[(2, [4, 4, 4, 4, 4, 4, 4, 4, 4, 31, 17]), (2, [7]), (2, [33])]",15,"[(2, [7, 2, 24, 14]), (2, [24, 6, 2]), (2, [24, 6, 20]), (2, [24, 7, 17]), (2, [24, 20, 2])]",0.153846154,[4],,
93,216,"[(2, [1]), (2, [24, 24, 24, 24, 26])]",16,"[(2, [1]), (2, [12, 12, 12, 12, 12, 17])]",0.166666667,[3],,
94,217,"[(4, [1, 2]), (3, [2, 26, 17]), (2, [2, 0, 17]), (2, [2, 0, 26]), (2, [2, 2, 7]), (2, [6]), (2, [19])]",17,"[(3, [2, 2, 26]), (3, [28, 2]), (2, [1, 26]), (2, [2, 6, 1]), (2, [2, 7]), (2, [4, 2]), (2, [19, 1, 2]), (2, [20])]",0.717948718,[1],,
95,218,"[(2, [17])]",18,[],0,[2],,
96,219,"[(2, [17])]",19,[],0,[2],,
97,220,"[(3, [1])]",20,"[(2, [30, 1, 17, 2]), (2, [30, 17, 17, 26])]",1,[1],,
98,222,"[(3, [7, 2, 12]), (3, [7, 14, 12]), (2, [1, 22]), (2, [2, 14, 12]), (2, [2, 20]), (2, [5]), (2, [7, 2, 22]), (2, [7, 21]), (2, [11, 7, 12]), (2, [12, 28, 7, 1]), (2, [20, 7, 12]), (2, [22, 2, 12]), (2, [22, 7, 12])]",22,"[(3, [6]), (2, [2, 7]), (2, [2, 17]), (2, [2, 21, 18]), (2, [5, 2, 20]), (2, [5, 12]), (2, [5, 21]), (2, [7, 21]), (2, [11]), (2, [12, 7]), (2, [17, 21]), (2, [20, 12]), (2, [22]), (2, [24]), (2, [27]), (2, [33])]",0.473684211,[2],,
99,223,[],23,"[(2, [22])]",0,[1],,
100,224,"[(3, [2, 17]), (2, [0, 14, 17]), (2, [6, 17]), (2, [8, 2, 0]), (2, [15]), (2, [17, 20]), (2, [32, 17, 24]), (2, [32, 20])]",24,"[(4, [2]), (3, [6]), (3, [17]), (3, [26]), (2, [8]), (2, [14])]",0.342105263,[8],,
101,225,"[(3, [17]), (3, [18]), (2, [4]), (2, [7, 2])]",25,"[(2, [2, 2, 2, 15]), (2, [11]), (2, [14, 2]), (2, [18])]",0.416666667,[3],,
102,228,"[(3, [4]), (2, [7]), (2, [26])]",28,[],0,[6],,
103,230,"[(3, [17, 2]), (3, [17, 33, 4]), (2, [0]), (2, [33, 2, 4])]",30,"[(2, [0, 4, 17]), (2, [0, 5]), (2, [0, 33, 17]), (2, [4, 17, 5]), (2, [5, 4, 33]), (2, [11]), (2, [31, 17])]",0.434782609,[5],,
104,234,"[(2, [2, 2, 11]), (2, [2, 2, 14]), (2, [2, 2, 18]), (2, [17, 2]), (2, [17, 18]), (2, [19])]",34,"[(3, [30, 2]), (2, [11, 11, 11, 13]), (2, [21])]",0.285714286,[7],,
105,235,"[(2, [14, 7, 24, 7, 32]), (2, [14, 12]), (2, [32, 2, 24, 25, 7, 12]), (2, [32, 17, 2, 7, 24, 25]), (2, [33, 7, 12, 32, 24, 2]), (2, [33, 7, 12, 32, 24, 25])]",35,"[(2, [7, 24, 33]), (2, [10, 2, 12]), (2, [10, 2, 25, 7]), (2, [10, 28, 2, 7, 32]), (2, [10, 28, 33, 2]), (2, [10, 28, 33, 32]), (2, [14, 17, 24, 2, 7]), (2, [14, 32, 2, 7]), (2, [24, 2, 12]), (2, [25, 7, 32]), (2, [25, 33, 32, 2]), (2, [28, 2, 24, 32]), (2, [28, 14, 17, 24]), (2, [28, 24, 33]), (2, [32, 24, 7]), (2, [32, 24, 33]), (2, [32, 33, 7]), (2, [33, 2, 12]), (2, [33, 14, 10, 2, 7]), (2, [33, 17, 24])]",0.483870968,[1],,
106,236,"[(2, [2]), (2, [14, 14, 14, 28, 26]), (2, [17, 17, 18, 28]), (2, [26, 9])]",36,"[(2, [14]), (2, [23, 17, 17, 17, 17, 26]), (2, [23, 28, 26])]",0.333333333,[3],,
107,237,"[(2, [4]), (2, [6, 6, 6, 17]), (2, [14]), (2, [30, 2]), (2, [30, 11])]",37,"[(3, [11]), (3, [17]), (2, [6]), (2, [7]), (2, [23]), (2, [29]), (2, [30, 2])]",0.4,[3],,
108,238,"[(2, [2]), (2, [5]), (2, [6, 6, 6, 27]), (2, [6, 21]), (2, [14]), (2, [17])]",38,"[(2, [6, 14, 30]), (2, [6, 17, 6, 6, 6, 30, 1]), (2, [6, 28, 2]), (2, [6, 28, 21]), (2, [21, 2]), (2, [21, 6, 1, 17]), (2, [21, 30, 6]), (2, [26, 21])]",0.8,[1],,
109,239,"[(2, [8, 28, 2]), (2, [17, 8]), (2, [26, 2, 8]), (2, [26, 6, 8])]",39,"[(3, [17, 26]), (2, [0, 0, 20]), (2, [17, 2]), (2, [26, 2]), (2, [26, 20]), (2, [26, 28])]",0.454545455,[2],,
110,240,"[(2, [12, 7]), (2, [26, 7])]",40,"[(2, [2]), (2, [17]), (2, [28])]",0,[4],,
111,241,"[(2, [2, 26, 25]), (2, [2, 32, 25]), (2, [11, 25])]",41,"[(2, [21]), (2, [25, 2]), (2, [25, 17])]",0.375,[2],,
112,242,"[(7, [17]), (3, [6])]",42,"[(3, [28]), (2, [4]), (2, [14]), (2, [23])]",0,[4],,
113,243,"[(2, [3, 3, 3, 3, 3, 11, 23]), (2, [7]), (2, [14, 23]), (2, [18]), (2, [23, 2, 2, 11])]",43,"[(4, [7]), (2, [21]), (2, [22]), (2, [27])]",0.066666667,[7],,
114,244,"[(2, [11, 11, 17]), (2, [26])]",44,"[(2, [7]), (2, [12, 12, 12, 12, 17])]",0.25,[3],,
115,251,[],51,"[(2, [2]), (2, [3]), (2, [14])]",0,[1],,
116,252,"[(2, [0]), (2, [2, 2, 14]), (2, [23, 14])]",52,"[(2, [2, 2, 2, 19, 0]), (2, [28])]",0.5,[2],,
117,256,[],56,"[(2, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28])]",0,[1],,
118,262,"[(5, [2]), (4, [17]), (3, [0]), (2, [26]), (2, [28])]",62,"[(4, [2]), (3, [14]), (2, [11])]",0.3125,[11],,
119,265,"[(4, [0]), (2, [2]), (2, [11]), (2, [17])]",65,"[(3, [2]), (2, [1])]",0.2,[5],,
120,267,"[(5, [1]), (4, [2]), (4, [13]), (2, [14]), (2, [17]), (2, [18]), (2, [20]), (2, [26]), (2, [30])]",67,"[(2, [1]), (2, [28])]",0.2,[13],,
121,268,"[(7, [14, 17]), (2, [14, 6]), (2, [28])]",68,"[(3, [14, 28, 17]), (3, [23, 17]), (2, [14, 6]), (2, [23, 6]), (2, [23, 14])]",1,[1],,
122,271,"[(4, [14]), (2, [1, 1, 30]), (2, [13]), (2, [17]), (2, [27, 1, 2]), (2, [27, 27, 27, 30]), (2, [30, 2])]",71,"[(3, [14]), (2, [30])]",0.3125,[4],,
123,273,"[(2, [3, 3, 9]), (2, [3, 3, 12]), (2, [23, 3, 3, 3, 3, 3, 3, 3, 28])]",73,"[(2, [1]), (2, [11]), (2, [13]), (2, [30])]",0,[8],,
124,274,[],74,"[(2, [2])]",0,[1],,
125,278,"[(2, [3, 3, 28])]",78,"[(2, [3, 3, 3, 28, 23]), (2, [9])]",1,[1],,
126,282,"[(7, [26]), (4, [6])]",82,"[(2, [14])]",0,[4],,
